Accession,Family
CASDWV010004154.1,Steitzviridae
CASDWV010004158.1,Steitzviridae
CASDWV010004159.1,Steitzviridae
CASDWV010004161.1,Fiersviridae
CASDWV010004180.1,Fiersviridae
CASDWV010004181.1,Fiersviridae
CASDWV010004186.1,Steitzviridae
CASDWV010004192.1,Fiersviridae
CASDWV010004195.1,Atkinsviridae
CASDWV010004206.1,Steitzviridae
CASDWV010004215.1,Steitzviridae
CASDWV010004216.1,Atkinsviridae
CASDWV010004218.1,Steitzviridae
CASDWV010004220.1,Fiersviridae
CASDWV010004223.1,Fiersviridae
CASDWV010004227.1,Steitzviridae
CASDWV010004230.1,Fiersviridae
CASDWV010004232.1,Steitzviridae
CASDWV010004239.1,Atkinsviridae
CASDWV010004241.1,Fiersviridae
CASDWV010004242.1,Fiersviridae
CASDWV010004244.1,Fiersviridae
CASDWV010004260.1,Fiersviridae
CASDWV010004262.1,Steitzviridae
CASDWV010004264.1,Steitzviridae
CASDWV010004265.1,Steitzviridae
CASDWV010004271.1,Steitzviridae
CASDWV010004273.1,Steitzviridae
CASDWV010004274.1,Steitzviridae
CASDWV010004276.1,Fiersviridae
CASDWV010004290.1,Fiersviridae
CASDWV010004291.1,Steitzviridae
CASDWV010004292.1,Fiersviridae
CASDWV010004297.1,Steitzviridae
CASDWV010004303.1,Steitzviridae
CASDWV010004308.1,Fiersviridae
CASDWV010004316.1,Fiersviridae
CASDWV010004318.1,Fiersviridae
CASDWV010004323.1,Steitzviridae
CASDWV010004337.1,Atkinsviridae
CASDWV010004338.1,Steitzviridae
CASDWV010004340.1,Steitzviridae
CASDWV010004353.1,Fiersviridae
CASDWV010004354.1,Steitzviridae
CASDWV010004363.1,Steitzviridae
CASDWV010004364.1,Fiersviridae
CASDWV010004376.1,Fiersviridae
CASDWV010004377.1,Steitzviridae
CASDWV010004378.1,Atkinsviridae
CASDWV010004384.1,Steitzviridae
CASDWV010004389.1,Steitzviridae
CASDWV010004390.1,Steitzviridae
CASDWV010004392.1,Steitzviridae
CASDWV010004395.1,Steitzviridae
CASDWV010004412.1,Fiersviridae
CASDWV010004413.1,Steitzviridae
CASDWV010004414.1,Steitzviridae
CASDWV010004416.1,Fiersviridae
CASDWV010004418.1,Fiersviridae
CASDWV010004422.1,Fiersviridae
CASDWV010004425.1,Fiersviridae
CASDWV010004429.1,Atkinsviridae
CASDWV010004440.1,Steitzviridae
CASDWV010004441.1,Fiersviridae
CASDWV010004446.1,Steitzviridae
CASDWV010004460.1,Fiersviridae
CASDWV010004464.1,Fiersviridae
CASDWV010004475.1,Atkinsviridae
CASDWV010004479.1,Steitzviridae
CASDWV010004480.1,Steitzviridae
CASDWV010004482.1,Steitzviridae
CASDWV010004484.1,Fiersviridae
CASDWV010004487.1,Steitzviridae
CASDWV010004489.1,Steitzviridae
CASDWV010004490.1,Steitzviridae
CASDWV010004498.1,Steitzviridae
CASDWV010004501.1,Steitzviridae
CASDWV010004504.1,Steitzviridae
CASDWV010004515.1,Blumeviridae
CASDWV010004523.1,Fiersviridae
CASDWV010004530.1,Steitzviridae
CASDWV010004540.1,Fiersviridae
CASDWV010004548.1,Fiersviridae
CASDWV010004549.1,Steitzviridae
CASDWV010004554.1,Atkinsviridae
CASDWV010004556.1,Steitzviridae
CASDWV010004561.1,Steitzviridae
CASDWV010004564.1,Steitzviridae
CASDWV010004565.1,Steitzviridae
CASDWV010004567.1,Steitzviridae
CASDWV010004568.1,Steitzviridae
CASDWV010004579.1,Steitzviridae
CASDWV010004581.1,Fiersviridae
CASDWV010004586.1,Steitzviridae
CASDWV010004591.1,Atkinsviridae
CASDWV010004596.1,Fiersviridae
CASDWV010004599.1,Fiersviridae
CASDWV010004606.1,Steitzviridae
CASDWV010004615.1,Atkinsviridae
CASDWV010004627.1,Steitzviridae
CASDWV010004629.1,Fiersviridae
CASDWV010004634.1,Fiersviridae
CASDWV010004638.1,Fiersviridae
CASDWV010004641.1,Steitzviridae
CASDWV010004643.1,Atkinsviridae
CASDWV010004645.1,Steitzviridae
CASDWV010004654.1,Steitzviridae
CASDWV010004655.1,Steitzviridae
CASDWV010004662.1,Atkinsviridae
CASDWV010004668.1,Fiersviridae
CASDWV010004670.1,Steitzviridae
CASDWV010004677.1,Steitzviridae
CASDWV010004679.1,Steitzviridae
CASDWV010004688.1,Steitzviridae
CASDWV010004692.1,Fiersviridae
CASDWV010004694.1,Atkinsviridae
CASDWV010004709.1,Atkinsviridae
CASDWV010004714.1,Steitzviridae
CASDWV010004716.1,Fiersviridae
CASDWV010004724.1,Fiersviridae
CASDWV010004727.1,Steitzviridae
CASDWV010004737.1,Steitzviridae
CASDWV010004739.1,Steitzviridae
CASDWV010004744.1,Steitzviridae
CASDWV010004745.1,Steitzviridae
CASDWV010004758.1,Steitzviridae
CASDWV010004767.1,Fiersviridae
CASDWV010004769.1,Fiersviridae
CASDWV010004770.1,Fiersviridae
CASDWV010004771.1,Atkinsviridae
CASDWV010004778.1,Steitzviridae
CASDWV010004780.1,Fiersviridae
CASDWV010004784.1,Steitzviridae
CASDWV010004787.1,Steitzviridae
CASDWV010004790.1,Steitzviridae
CASDWV010004794.1,Steitzviridae
CASDWV010004800.1,Steitzviridae
CASDWV010004802.1,Steitzviridae
CASDWV010004810.1,Steitzviridae
CASDWV010004818.1,Steitzviridae
CASDWV010004820.1,Steitzviridae
CASDWV010004824.1,Atkinsviridae
CASDWV010004828.1,Fiersviridae
CASDWV010004829.1,Steitzviridae
CASDWV010004833.1,Fiersviridae
CASDWV010004834.1,Steitzviridae
CASDWV010004848.1,Atkinsviridae
CASDWV010004850.1,Fiersviridae
CASDWV010004856.1,Atkinsviridae
CASDWV010004862.1,Fiersviridae
CASDWV010004863.1,Steitzviridae
CASDWV010004864.1,Steitzviridae
CASDWV010004876.1,Steitzviridae
CASDWV010004891.1,Steitzviridae
CASDWV010004899.1,Steitzviridae
CASDWV010004902.1,Steitzviridae
CASDWV010004904.1,Steitzviridae
CASDWV010004912.1,Steitzviridae
CASDWV010004920.1,Steitzviridae
CASDWV010004927.1,Fiersviridae
CASDWV010004928.1,Atkinsviridae
CASDWV010004942.1,Fiersviridae
CASDWV010004943.1,Atkinsviridae
CASDWV010004946.1,Fiersviridae
CASDWV010004962.1,Atkinsviridae
CASDWV010004964.1,Steitzviridae
CASDWV010004975.1,Steitzviridae
CASDWV010004978.1,Fiersviridae
CASDWV010004981.1,Steitzviridae
CASDWV010004984.1,Fiersviridae
CASDWV010004996.1,Steitzviridae
CASDWV010005008.1,Fiersviridae
CASDWV010005013.1,Atkinsviridae
CASDWV010005021.1,Atkinsviridae
CASDWV010005031.1,Steitzviridae
CASDWV010005034.1,Steitzviridae
CASDWV010005035.1,Fiersviridae
CASDWV010005042.1,Steitzviridae
CASDWV010005046.1,Steitzviridae
CASDWV010005047.1,Steitzviridae
CASDWV010005048.1,Steitzviridae
CASDWV010005055.1,Fiersviridae
CASDWV010005058.1,Steitzviridae
CASDWV010005063.1,Steitzviridae
CASDWV010005068.1,Steitzviridae
CASDWV010005072.1,Steitzviridae
CASDWV010005080.1,Atkinsviridae
CASDWV010005094.1,Steitzviridae
CP000031.2,Rhodogtaviriformidae
CP000623.1,Peduoviridae
CP000830.1,Rhodogtaviriformidae
CP001357.1,Brachygtaviriformidae
CP006891.1,Peduoviridae
CP014526.1,Peduoviridae
CP015418.1,Rhodogtaviriformidae
CP019275.1,Peduoviridae
CP023680.1,Peduoviridae
CP023686.1,Peduoviridae
CP025874.1,Peduoviridae
CP025900.1,Peduoviridae
CP025901.1,Peduoviridae
CP029253.1,Aliceevansviridae
CP038625.1,Peduoviridae
CP052639.1,Peduoviridae
CS138463.1,Adenoviridae
CS138464.1,Adenoviridae
CU469068.1,Ascoviridae
D00214.1,Picornaviridae
D00239.1,Picornaviridae
D00246.1,Flaviviridae
D00322.1,Secoviridae
D00344.1,Alphaflexiviridae
D00353.1,Peribunyaviridae
D00356.1,Bromoviridae
D00507.2,Potyviridae
D00624.1,Microviridae
D00627.1,Picornaviridae
D00637.1,Tymoviridae
D00645.1,Tospoviridae
D00820.1,Picornaviridae
D00915.1,Secoviridae
D00944.1,Flaviviridae
D10044.1,Bromoviridae
D10066.1,Tospoviridae
D10538.1,Bromoviridae
D10663.1,Bromoviridae
D10759.1,Phenuiviridae
D10930.1,Potyviridae
D11028.1,Tombusviridae
D12477.2,Secoviridae
D12517.1,Alphaflexiviridae
D12937.1,Flaviviridae
D13176.1,Phenuiviridae
D13438.1,Virgaviridae
D13751.1,Potyviridae
D13954.1,Solemoviridae
D14066.1,Secoviridae
D14449.2,Betaflexiviridae
D14995.2,Betaflexiviridae
D17763.1,Flaviviridae
D21208.1,Papillomaviridae
D21829.2,Betaflexiviridae
D26017.1,Alphaflexiviridae
D31879.1,Phenuiviridae
D32136.1,Endornaviridae
D49693.1,Spinareoviridae
D49695.1,Spinareoviridae
D49696.1,Spinareoviridae
D55633.1,Papillomaviridae
D55668.1,Partitiviridae
D63821.1,Flaviviridae
D63822.1,Flaviviridae
D83749.1,Potyviridae
D84410.1,Benyviridae
D84411.1,Benyviridae
D86123.1,Tombusviridae
D86371.1,Potyviridae
D86634.1,Potyviridae
D86635.1,Potyviridae
D86636.1,Virgaviridae
D86638.1,Virgaviridae
D87713.1,Flaviviridae
D88448.2,Betaflexiviridae
D89074.1,Inoviridae
D90208.1,Flaviviridae
D90400.1,Papillomaviridae
DQ003638.2,Herelleviridae
DQ004855.1,Herelleviridae
DQ011234.1,Tombusviridae
DQ013304.1,Caliciviridae
DQ017380.1,Baculoviridae
DQ029335.1,Autotranscriptaviridae
DQ056292.1,Hantaviridae
DQ058829.1,Caliciviridae
DQ079870.1,Microviridae
DQ079871.1,Microviridae
DQ079874.1,Microviridae
DQ079875.1,Microviridae
DQ079876.1,Microviridae
DQ079877.1,Microviridae
DQ079879.1,Microviridae
DQ080078.1,Papillomaviridae
DQ080079.1,Papillomaviridae
DQ080080.1,Papillomaviridae
DQ080082.1,Papillomaviridae
DQ080083.1,Papillomaviridae
DQ086466.1,Adenoviridae
DQ087276.1,Spinareoviridae
DQ087278.1,Spinareoviridae
DQ087280.1,Spinareoviridae
DQ087285.2,Peduoviridae
DQ091194.2,Bromoviridae
DQ091195.2,Bromoviridae
DQ091200.1,Papillomaviridae
DQ092770.1,Picornaviridae
DQ092792.1,Picornaviridae
DQ092794.1,Picornaviridae
DQ092795.1,Picornaviridae
DQ098905.1,Betaflexiviridae
DQ098913.1,Papillomaviridae
DQ106414.1,Adenoviridae
DQ108383.1,Picornaviridae
DQ114220.1,Peduoviridae
DQ117579.1,Betaflexiviridae
DQ121662.1,Drexlerviridae
DQ123841.1,Baculoviridae
DQ143874.1,Secoviridae
DQ146997.1,Circoviridae
DQ149153.1,Orthoherpesviridae
DQ152190.1,Potyviridae
DQ152191.1,Potyviridae
DQ152192.1,Potyviridae
DQ152193.1,Potyviridae
DQ163914.1,Fredfastierviridae
DQ163915.1,Zobellviridae
DQ163917.1,Lindbergviridae
DQ177347.1,Hantaviridae
DQ180494.1,Papillomaviridae
DQ187006.1,Anelloviridae
DQ192570.1,Polyomaviridae
DQ192571.1,Polyomaviridae
DQ211612.1,Nairoviridae
DQ211625.1,Nairoviridae
DQ211638.1,Nairoviridae
DQ217792.2,Filoviridae
DQ217793.1,Papillomaviridae
DQ219415.2,Tombusviridae
DQ226541.1,Picornaviridae
DQ235144.1,Flaviviridae
DQ235145.1,Flaviviridae
DQ235146.1,Flaviviridae
DQ235149.1,Flaviviridae
DQ235151.1,Flaviviridae
DQ235152.1,Flaviviridae
DQ235153.1,Flaviviridae
DQ256123.1,Tospoviridae
DQ256124.1,Tospoviridae
DQ256125.1,Tospoviridae
DQ269468.1,Papillomaviridae
DQ288858.2,Baculoviridae
DQ288865.1,Dicistroviridae
DQ295066.1,Papillomaviridae
DQ315364.2,Adenoviridae
DQ315670.1,Picornaviridae
DQ317692.1,Baculoviridae
DQ318818.3,Bromoviridae
DQ328876.1,Arenaviridae
DQ328877.1,Arenaviridae
DQ328878.1,Arenaviridae
DQ333351.1,Baculoviridae
DQ335247.1,Parvoviridae
DQ344639.1,Secoviridae
DQ352194.1,Kitaviridae
DQ352195.1,Kitaviridae
DQ355023.1,Virgaviridae
DQ356948.1,Poxviridae
DQ356949.1,Virgaviridae
DQ357218.1,Closteroviridae
DQ366842.1,Papillomaviridae
DQ375403.1,Phenuiviridae
DQ380206.1,Phenuiviridae
DQ388879.1,Secoviridae
DQ388880.1,Secoviridae
DQ393829.1,Adenoviridae
DQ398052.2,Vilmaviridae
DQ399259.2,Closteroviridae
DQ399289.1,Endornaviridae
DQ399789.1,Rhabdoviridae
DQ426904.1,Peduoviridae
DQ437594.1,Poxviridae
DQ447649.1,Filoviridae
DQ455582.1,Betaflexiviridae
DQ458789.2,Mesoniviridae
DQ473478.1,Caulimoviridae
DQ473485.1,Picornaviridae
DQ473486.1,Picornaviridae
DQ473487.1,Picornaviridae
DQ473488.1,Picornaviridae
DQ473489.1,Picornaviridae
DQ473490.1,Picornaviridae
DQ473491.1,Picornaviridae
DQ473492.1,Picornaviridae
DQ473493.1,Picornaviridae
DQ473494.1,Picornaviridae
DQ473495.1,Picornaviridae
DQ473496.1,Picornaviridae
DQ473498.1,Picornaviridae
DQ473500.1,Picornaviridae
DQ473501.1,Picornaviridae
DQ473502.1,Picornaviridae
DQ473503.1,Picornaviridae
DQ473504.1,Picornaviridae
DQ473505.1,Picornaviridae
DQ473507.1,Picornaviridae
DQ473508.1,Picornaviridae
DQ473510.1,Picornaviridae
DQ473511.1,Picornaviridae
DQ473512.1,Picornaviridae
DQ486030.3,Baculoviridae
DQ491002.1,Phycodnaviridae
DQ499600.1,Zierdtviridae
DQ504428.1,Baculoviridae
DQ525916.1,Flaviviridae
DQ529280.1,Straboviridae
DQ533483.2,Picornaviridae
DQ630754.1,Adenoviridae
DQ630755.1,Adenoviridae
DQ630757.2,Adenoviridae
DQ630758.1,Adenoviridae
DQ630760.1,Adenoviridae
DQ641248.1,Potyviridae
DQ641257.1,Picornaviridae
DQ641718.1,Alphasatellitidae
DQ643392.1,Iridoviridae
DQ655700.1,Solemoviridae
DQ660333.1,Alphaflexiviridae
DQ665652.1,Alloherpesviridae
DQ665917.1,Alloherpesviridae
DQ674738.2,Peduoviridae
DQ675189.1,Secoviridae
DQ680848.1,Solemoviridae
DQ792570.1,Adenoviridae
DQ813662.2,Baculoviridae
DQ822073.1,Caulimoviridae
DQ825770.1,Hantaviridae
DQ825771.1,Hantaviridae
DQ826393.1,Nanoviridae
DQ826394.1,Nanoviridae
DQ826395.1,Nanoviridae
DQ826396.1,Nanoviridae
DQ836063.1,Fiersviridae
DQ837165.1,Baculoviridae
DQ837642.1,Flaviviridae
DQ845075.1,Circoviridae
DQ851493.1,Potyviridae
DQ851494.1,Potyviridae
DQ851495.1,Potyviridae
DQ859056.1,Flaviviridae
DQ859057.1,Flaviviridae
DQ859060.1,Flaviviridae
DQ859062.1,Flaviviridae
DQ859066.1,Flaviviridae
DQ859067.1,Flaviviridae
DQ860147.1,Potyviridae
DQ860839.1,Closteroviridae
DQ875594.2,Solemoviridae
DQ875742.1,Saffermanviridae
DQ875932.2,Picornaviridae
DQ898157.1,Tobaniviridae
DQ900900.1,Adenoviridae
DQ902712.1,Picornaviridae
DQ902713.1,Picornaviridae
DQ904452.1,Straboviridae
DQ923122.2,Adenoviridae
EF015886.1,Picornaviridae
EF026081.1,Picornaviridae
EF035042.2,Baculoviridae
EF056009.1,Schitoviridae
EF065505.1,Coronaviridae
EF065509.1,Coronaviridae
EF065513.1,Coronaviridae
EF068134.1,Fiersviridae
EF077279.1,Picornaviridae
EF077280.1,Picornaviridae
EF077630.1,Hepeviridae
EF091714.2,Solemoviridae
EF100713.2,Flaviviridae
EF101928.1,Phycodnaviridae
EF108306.2,Flaviviridae
EF125867.1,Baculoviridae
EF127906.1,Polyomaviridae
EF133465.1,Ascoviridae
EF152346.1,Chrysoviridae
EF152347.1,Chrysoviridae
EF153473.1,Adenoviridae
EF153474.1,Adenoviridae
EF153632.1,Lindbergviridae
EF155421.1,Picornaviridae
EF157976.1,Rhabdoviridae
EF157977.2,Rhabdoviridae
EF160123.1,Autosignataviridae
EF173389.1,Partitiviridae
EF173396.1,Partitiviridae
EF173414.1,Picornaviridae
EF173415.1,Picornaviridae
EF173417.1,Picornaviridae
EF173418.1,Picornaviridae
EF173419.1,Picornaviridae
EF173423.1,Picornaviridae
EF173425.1,Picornaviridae
EF198241.1,Marnaviridae
EF198242.1,Marnaviridae
EF203064.1,Coronaviridae
EF203088.1,Nudiviridae
EF206691.1,Hepeviridae
EF207438.1,Tombusviridae
EF219380.1,Dicistroviridae
EF219408.1,Potyviridae
EF362621.1,Potyviridae
EF375551.1,Virgaviridae
EF395818.1,Papillomaviridae
EF420156.1,Poxviridae
EF427894.1,Potyviridae
EF432053.1,Ampullaviridae
EF437941.1,Straboviridae
EF442780.1,Amalgaviridae
EF444549.1,Polyomaviridae
EF460875.1,Chaseviridae
EF467176.1,Papillomaviridae
EF469154.1,Straboviridae
EF485030.1,Peribunyaviridae
EF485031.1,Peribunyaviridae
EF488741.1,Potyviridae
EF489910.1,Inoviridae
EF492068.1,Betaflexiviridae
EF506570.1,Plectroviridae
EF517277.1,Iflaviridae
EF527260.1,Betaflexiviridae
EF529515.1,Aliceevansviridae
EF529624.1,Solemoviridae
EF536349.1,Papillomaviridae
EF537008.1,Saffermanviridae
EF538876.1,Anelloviridae
EF538877.1,Anelloviridae
EF538880.1,Anelloviridae
EF538882.1,Anelloviridae
EF543525.2,Hantaviridae
EF543526.1,Hantaviridae
EF546442.1,Closteroviridae
EF546802.1,Nanoviridae
EF546804.1,Nanoviridae
EF546805.1,Nanoviridae
EF546806.1,Nanoviridae
EF546811.1,Nanoviridae
EF546812.1,Nanoviridae
EF546813.1,Nanoviridae
EF552434.1,Tospoviridae
EF552435.1,Tospoviridae
EF555644.1,Picornaviridae
EF555645.1,Picornaviridae
EF558838.1,Papillomaviridae
EF558839.2,Papillomaviridae
EF558841.1,Papillomaviridae
EF558842.1,Papillomaviridae
EF558843.1,Papillomaviridae
EF568108.1,Hytrosaviridae
EF569970.1,Paramyxoviridae
EF579955.1,Potyviridae
EF580100.3,Mitoviridae
EF582385.1,Picornaviridae
EF582386.1,Picornaviridae
EF582387.1,Picornaviridae
EF584537.1,Papillomaviridae
EF584664.1,Bromoviridae
EF584665.1,Bromoviridae
EF589098.1,Spinareoviridae
EF589099.1,Spinareoviridae
EF589100.1,Spinareoviridae
EF589101.1,Spinareoviridae
EF589103.1,Spinareoviridae
EF589105.1,Spinareoviridae
EF589106.1,Spinareoviridae
EF589670.1,Tombusviridae
EF608612.1,Potyviridae
EF612701.1,Rhabdoviridae
EF614259.1,Rhabdoviridae
EF614260.1,Rhabdoviridae
EF614261.1,Rhabdoviridae
EF619034.1,Arenaviridae
EF619035.1,Arenaviridae
EF634323.1,Spinareoviridae
EF634324.1,Spinareoviridae
EF634325.1,Spinareoviridae
EF641798.1,Hantaviridae
EF641806.1,Hantaviridae
EF646763.1,Hantaviridae
EF667344.1,Picornaviridae
EF680235.1,Papillomaviridae
EF681764.1,Secoviridae
EF687738.1,Rhabdoviridae
EF710625.1,Potyviridae
EU000534.1,Solemoviridae
EU010385.1,Retroviridae
EU020009.1,Betaflexiviridae
EU024678.1,Tombusviridae
EU030938.1,Fuselloviridae
EU030939.1,Fuselloviridae
EU034539.1,Caulimoviridae
EU035616.1,Iflaviridae
EU043335.1,Virgaviridae
EU074853.1,Betaflexiviridae
EU081018.1,Tombusviridae
EU099844.3,Benyviridae
EU099845.3,Benyviridae
EU111742.1,Coronaviridae
EU118277.1,Partitiviridae
EU123328.1,Arenaviridae
EU127904.1,Tombusviridae
EU136038.1,Arenaviridae
EU136039.1,Arenaviridae
EU136189.1,Rountreeviridae
EU151723.4,Tombusviridae
EU156171.1,Paramyxoviridae
EU162589.1,Betaflexiviridae
EU188799.1,Papillomaviridae
EU189200.1,Spinareoviridae
EU189201.1,Spinareoviridae
EU189202.1,Spinareoviridae
EU191904.1,Closteroviridae
EU191905.1,Closteroviridae
EU195326.1,Partitiviridae
EU197055.1,Chimalliviridae
EU200669.1,Parvoviridae
EU200677.1,Parvoviridae
EU233812.1,Parvoviridae
EU236594.1,Picornaviridae
EU240894.1,Papillomaviridae
EU240895.1,Papillomaviridae
EU252582.1,Spinareoviridae
EU257626.1,Nairoviridae
EU257627.1,Nairoviridae
EU257628.1,Nairoviridae
EU259611.1,Potyviridae
EU260464.1,Arenaviridae
EU262553.1,Peribunyaviridae
EU293108.1,Rhabdoviridae
EU293119.1,Rhabdoviridae
EU294510.1,Peribunyaviridae
EU304328.2,Phycodnaviridae
EU309041.1,Baculoviridae
EU330206.1,Mktvariviridae
EU338414.1,Paramyxoviridae
EU371896.1,Amalgaviridae
EU373657.1,Rhabdoviridae
EU373658.1,Rhabdoviridae
EU384623.1,Alphasatellitidae
EU391643.1,Caliciviridae
EU403085.1,Paramyxoviridae
EU408779.1,Tectiviridae
EU409297.1,Peribunyaviridae
EU410348.1,Papillomaviridae
EU410442.1,Potyviridae
EU418428.2,Herelleviridae
EU420138.1,Coronaviridae
EU420139.1,Coronaviridae
EU433397.2,Betaflexiviridae
EU486988.1,Spinareoviridae
EU486989.1,Spinareoviridae
EU486990.1,Spinareoviridae
EU489061.1,Partitiviridae
EU489641.1,Alphaflexiviridae
EU490515.1,Papillomaviridae
EU490516.1,Papillomaviridae
EU493091.1,Papillomaviridae
EU493092.1,Papillomaviridae
EU503122.1,Papillomaviridae
EU522111.1,Hytrosaviridae
EU527979.1,Betaflexiviridae
EU541441.1,Papillomaviridae
EU541442.1,Papillomaviridae
EU545650.1,Lipothrixviridae
EU547803.1,Autotranscriptaviridae
EU554423.1,Caulimoviridae
EU556224.1,Picornaviridae
EU564828.1,Peribunyaviridae
EU564830.1,Peribunyaviridae
EU589450.1,Alphasatellitidae
EU606015.1,Sputniviroviridae
EU622819.2,Peribunyaviridae
EU622820.2,Peribunyaviridae
EU623082.1,Bidnaviridae
EU623083.1,Bidnaviridae
EU627010.1,Iridoviridae
EU627612.1,Arenaviridae
EU627613.1,Arenaviridae
EU652770.3,Autotranscriptaviridae
EU659745.1,Betaflexiviridae
EU665255.1,Peribunyaviridae
EU715130.4,Adenoviridae
EU715328.1,Artiviridae
EU716175.1,Picornaviridae
EU716414.1,Lindbergviridae
EU723237.1,Picornaviridae
EU725772.1,Phenuiviridae
EU725773.1,Phenuiviridae
EU734171.1,Autotranscriptaviridae
EU734172.1,Autotranscriptaviridae
EU734173.1,Autotranscriptaviridae
EU734174.1,Autotranscriptaviridae
EU741694.2,Secoviridae
EU747721.1,Nudiviridae
EU770620.1,Botourmiaviridae
EU770623.1,Botourmiaviridae
EU771092.1,Salasmaviridae
EU779934.1,Mycoalphaviridae
EU781967.1,Bornaviridae
EU782025.1,Paramyxoviridae
EU788002.1,Hantaviridae
EU789367.1,Picornaviridae
EU789573.1,Peribunyaviridae
EU796884.1,Papillomaviridae
EU835937.1,Betaflexiviridae
EU839994.1,Baculoviridae
EU840728.1,Picornaviridae
EU840733.1,Picornaviridae
EU847144.2,Astroviridae
EU847145.2,Astroviridae
EU847155.1,Astroviridae
EU847625.2,Potyviridae
EU853709.2,Caulimoviridae
EU854568.1,Picornaviridae
EU863408.1,Straboviridae
EU863409.1,Straboviridae
EU877232.1,Andersonviridae
EU877976.1,Paramyxoviridae
EU879062.3,Peribunyaviridae
EU881936.2,Secoviridae
EU881937.2,Secoviridae
EU910942.1,Paramyxoviridae
EU914103.1,Arenaviridae
EU914104.1,Arenaviridae
EU916176.1,Phycodnaviridae
EU919666.1,Bromoviridae
EU919667.1,Bromoviridae
EU919669.1,Bromoviridae
EU938663.1,Arenaviridae
EU980442.1,Secoviridae
FJ007373.1,Picornaviridae
FJ025899.1,Adenoviridae
FJ025901.1,Adenoviridae
FJ025915.1,Adenoviridae
FJ025919.1,Adenoviridae
FJ025920.1,Adenoviridae
FJ025929.1,Adenoviridae
FJ025930.1,Adenoviridae
FJ025931.1,Adenoviridae
FJ028650.2,Secoviridae
FJ040215.1,Flaviviridae
FJ040397.1,Parvoviridae
FJ157981.1,Botourmiaviridae
FJ170278.1,Parvoviridae
FJ185044.1,Potyviridae
FJ188392.1,Polyomaviridae
FJ214110.1,Parvoviridae
FJ215863.2,Paramyxoviridae
FJ217161.1,Filoviridae
FJ217162.1,Filoviridae
FJ222451.1,Astroviridae
FJ226752.1,Aliceevansviridae
FJ227128.1,Baculoviridae
FJ230960.1,Herelleviridae
FJ263671.1,Potyviridae
FJ349096.1,Adenoviridae
FJ355928.1,Caliciviridae
FJ362497.2,Paramyxoviridae
FJ373179.1,Picornaviridae
FJ373894.1,Ackermannviridae
FJ376622.1,Coronaviridae
FJ379293.1,Papillomaviridae
FJ380118.1,Closteroviridae
FJ380119.1,Closteroviridae
FJ404771.1,Adenoviridae
FJ409640.1,Autotranscriptaviridae
FJ433873.1,Iridoviridae
FJ436028.1,Tymoviridae
FJ438902.1,Picornaviridae
FJ438903.1,Picornaviridae
FJ438904.1,Picornaviridae
FJ438905.1,Picornaviridae
FJ438906.1,Picornaviridae
FJ438907.1,Picornaviridae
FJ438908.1,Picornaviridae
FJ439817.1,Caulimoviridae
FJ444852.2,Tymoviridae
FJ445112.1,Picornaviridae
FJ445113.1,Picornaviridae
FJ445116.1,Picornaviridae
FJ445118.1,Picornaviridae
FJ445119.1,Picornaviridae
FJ445120.1,Picornaviridae
FJ445121.1,Picornaviridae
FJ445122.1,Picornaviridae
FJ445123.1,Picornaviridae
FJ445124.1,Picornaviridae
FJ445125.1,Picornaviridae
FJ445127.1,Picornaviridae
FJ445128.1,Picornaviridae
FJ445129.1,Picornaviridae
FJ445130.1,Picornaviridae
FJ445131.1,Picornaviridae
FJ445132.1,Picornaviridae
FJ445133.1,Picornaviridae
FJ445135.1,Picornaviridae
FJ445136.1,Picornaviridae
FJ445137.1,Picornaviridae
FJ445138.1,Picornaviridae
FJ445140.1,Picornaviridae
FJ445141.1,Picornaviridae
FJ445142.1,Picornaviridae
FJ445144.1,Picornaviridae
FJ445146.1,Picornaviridae
FJ445147.1,Picornaviridae
FJ445148.1,Picornaviridae
FJ445149.1,Picornaviridae
FJ445150.1,Picornaviridae
FJ445151.1,Picornaviridae
FJ445152.1,Picornaviridae
FJ445153.1,Picornaviridae
FJ445154.1,Picornaviridae
FJ445155.1,Picornaviridae
FJ445156.1,Picornaviridae
FJ445157.1,Picornaviridae
FJ445161.1,Picornaviridae
FJ445163.1,Picornaviridae
FJ445164.1,Picornaviridae
FJ445167.1,Picornaviridae
