genome1,genome2,y
D84411.1,AB261167.1,0
D84411.1,AB917427.1,0
D84411.1,AB976030.1,0
D84411.1,AF332868.1,0
D84411.1,MK286375.1,0
D84411.1,AJ011099.1,0
D84411.1,CASDWV010002548.1,0
D84411.1,MK685668.1,0
D84411.1,MK889164.1,0
D84411.1,AJ581751.1,0
D84411.1,AB541985.1,0
D84411.1,OP764599.1,0
D84411.1,MK542821.1,0
D84411.1,BK013863.1,0
D86123.1,AJ557804.1,1
D86123.1,X83964.1,1
D86123.1,EU151723.4,1
D86123.1,KF482072.1,1
D86123.1,KX159470.1,1
D86123.1,L16015.1,1
D86123.1,X87115.1,1
D86123.1,AY616760.1,1
D86123.1,JN700748.1,1
D86123.1,KX897157.1,1
D86123.1,MN928932.1,0
D86123.1,JN225449.1,0
D86123.1,OP627658.1,0
D86123.1,M88483.1,0
D86123.1,MW507125.1,0
D86123.1,LC604720.1,0
D86123.1,MK896624.1,0
D86123.1,MK433226.1,0
D86123.1,KT862245.1,0
D86123.1,CASDWV010004670.1,0
D86371.1,D83749.1,1
D86371.1,DQ641248.1,1
D86371.1,GQ916624.1,1
D86371.1,JN008909.1,1
D86371.1,JQ350738.1,1
D86371.1,JX156434.1,1
D86371.1,KX355613.1,1
D86371.1,MW972223.1,1
D86371.1,U42596.1,1
D86371.1,X04083.1,1
D86371.1,AY843304.1,0
D86371.1,OQ579023.1,0
D86371.1,JQ798165.1,0
D86371.1,GQ403789.1,0
D86371.1,BK013941.1,0
D86371.1,MN047299.1,0
D86371.1,MH669013.1,0
D86371.1,BK013480.1,0
D86371.1,KY662287.1,0
D86371.1,BK066905.1,0
D86634.1,MH645040.1,1
D86634.1,MN046368.1,1
D86634.1,Y10973.1,1
D86634.1,EU259611.1,1
D86634.1,JF280796.2,1
D86634.1,MG755240.1,1
D86634.1,JN008909.1,1
D86634.1,KC691259.1,1
D86634.1,Z48506.1,1
D86634.1,AY377938.1,1
D86634.1,JN226747.1,0
D86634.1,KF620435.1,0
D86634.1,JX128258.1,0
D86634.1,CASDWV010002293.1,0
D86634.1,OR521074.1,0
D86634.1,HQ593107.1,0
D86634.1,JF938079.1,0
D86634.1,KC117377.1,0
D86634.1,EF152346.1,0
D86634.1,MN481367.1,0
D86635.1,X90904.1,1
D86635.1,AB017503.1,0
D86635.1,AB089381.1,0
D86635.1,AB261167.1,0
D86635.1,AB818899.1,0
D86635.1,AB917427.1,0
D86635.1,AB976030.1,0
D86635.1,AF321057.1,0
D86635.1,AF332868.1,0
D86635.1,AF395898.3,0
D86635.1,GU233853.1,0
D86635.1,JX128257.1,0
D86635.1,CASDWV010002115.1,0
D86635.1,MK896445.1,0
D86635.1,MG589387.1,0
D86635.1,JX472402.1,0
D86635.1,K02703.1,0
D86635.1,AF062926.1,1
D86635.1,MN095542.1,0
D86635.1,GU071095.1,0
D86636.1,AB033689.1,1
D86636.1,KT225271.2,1
D86636.1,AB033691.1,1
D86636.1,AJ238607.1,1
D86636.1,Z97873.1,1
D86636.1,AB089381.1,1
D86636.1,EF375551.1,1
D86636.1,KF477193.1,1
D86636.1,KT383474.1,1
D86636.1,L07937.1,1
D86636.1,EF198242.1,0
D86636.1,OQ359885.1,0
D86636.1,ON602765.1,0
D86636.1,D10044.1,0
D86636.1,MN098329.1,0
D86636.1,MG452722.1,0
D86636.1,KU687350.1,0
D86636.1,MW314718.1,0
D86636.1,MG029269.1,0
D86636.1,MH460829.1,0
D86638.1,AJ223598.1,1
D86638.1,KP760462.1,1
D86638.1,Z46351.1,1
D86638.1,AB010300.1,0
D86638.1,AB010302.1,0
D86638.1,AB032469.1,0
D86638.1,AB051848.1,0
D86638.1,AB066288.1,0
D86638.1,AB206396.1,0
D86638.1,AB818899.1,0
D86638.1,KU728180.1,0
D86638.1,PP357472.1,0
D86638.1,MF599468.1,0
D86638.1,MN017133.1,0
D86638.1,KU043406.1,0
D86638.1,U57046.1,0
D86638.1,JX145328.1,0
D86638.1,MH460829.1,0
D86638.1,KP900893.1,0
D86638.1,BK059373.1,0
D87713.1,U44402.1,1
D87713.1,AB003289.1,1
D87713.1,AY196904.1,1
D87713.1,U63715.1,1
D87713.1,AY949771.1,1
D87713.1,U45966.1,1
D87713.1,AB021287.1,1
D87713.1,AF070476.1,1
D87713.1,KC410872.1,1
D87713.1,AB086951.1,0
D87713.1,MZ679545.1,0
D87713.1,AY421768.1,0
D87713.1,OQ990757.1,0
D87713.1,MN013079.1,0
D87713.1,JN572066.1,0
D87713.1,PP551948.2,0
D87713.1,AF174585.1,0
D87713.1,KY555810.1,0
D87713.1,OP074812.1,0
D87713.1,HQ912791.1,0
D88448.2,FR877530.2,1
D88448.2,KF533710.1,1
D88448.2,AY713379.1,1
D88448.2,DQ117579.1,1
D88448.2,HG008921.2,1
D88448.2,KF533711.1,1
D88448.2,MG208123.1,1
D88448.2,MH084695.1,1
D88448.2,MK770441.1,1
D88448.2,AF170028.1,1
D88448.2,BK013618.1,0
D88448.2,MK450543.1,0
D88448.2,AB114858.1,0
D88448.2,KP641127.2,0
D88448.2,BK063678.1,0
D88448.2,LC113907.1,0
D88448.2,KY230614.1,0
D88448.2,KM370384.1,0
D88448.2,MT074451.1,0
D88448.2,EF552435.1,0
D89074.1,FJ904927.1,1
D89074.1,MN536023.1,1
D89074.1,AF453500.3,1
D89074.1,AY242528.1,1
D89074.1,AB012573.1,1
D89074.1,AB012574.1,1
D89074.1,MN690600.1,1
D89074.1,OP628074.1,1
D89074.1,AF452449.2,1
D89074.1,OL512807.1,1
D89074.1,MK063878.2,0
D89074.1,MK279475.1,0
D89074.1,MZ328291.1,0
D89074.1,LC466007.1,0
D89074.1,ON872782.1,0
D89074.1,MZ679517.1,0
D89074.1,KX611402.1,0
D89074.1,OQ030201.1,0
D89074.1,CASDWV010003959.1,0
D89074.1,OM386663.1,0
D90208.1,AF009606.1,1
D90208.1,EF108306.2,1
D90208.1,M62321.1,1
D90208.1,GU814265.1,1
D90208.1,D00944.1,1
D90208.1,Y13184.1,1
D90208.1,D17763.1,1
D90208.1,D63822.1,1
D90208.1,Y12083.1,1
D90208.1,D63821.1,1
D90208.1,CASDWV010003165.1,0
D90208.1,CASDWV010003068.1,0
D90208.1,BK013366.1,0
D90208.1,MT498816.1,0
D90208.1,OK236393.1,0
D90208.1,AJ581751.1,0
D90208.1,GU191019.1,0
D90208.1,OQ198121.1,0
D90208.1,BK014220.1,0
D90208.1,AY949771.1,1
D90400.1,AF131950.1,1
D90400.1,AF151983.1,1
D90400.1,AF436128.1,1
D90400.1,AF436130.1,1
D90400.1,AY395706.1,1
D90400.1,D21208.1,1
D90400.1,DQ080079.1,1
D90400.1,DQ080080.1,1
D90400.1,EF558843.1,1
D90400.1,FM955840.1,1
D90400.1,MN708482.1,0
D90400.1,MT732451.1,0
D90400.1,MT247730.1,0
D90400.1,KU198603.1,0
D90400.1,CASDWV010004316.1,0
D90400.1,MT319111.1,0
D90400.1,AB426608.1,0
D90400.1,EF467176.1,1
D90400.1,JX444072.1,1
D90400.1,FM206346.1,0
DQ003638.2,JX126918.2,1
DQ003638.2,KJ094029.1,1
DQ003638.2,KJ586795.1,1
DQ003638.2,KJ586794.1,1
DQ003638.2,KJ094030.1,1
DQ003638.2,KJ094031.2,1
DQ003638.2,KJ535721.1,1
DQ003638.2,JQ797329.1,1
DQ003638.2,KJ591604.1,1
DQ003638.2,KJ094033.1,1
DQ003638.2,MZ679553.1,0
DQ003638.2,LC150564.1,0
DQ003638.2,KX009778.4,0
DQ003638.2,MZ679582.1,0
DQ003638.2,CASDWV010003133.1,0
DQ003638.2,JQ675598.2,0
DQ003638.2,GU135606.1,0
DQ003638.2,MW686208.1,0
DQ003638.2,MZ679567.1,0
DQ003638.2,KU925490.1,0
DQ004855.1,JX126918.2,1
DQ004855.1,KJ094030.1,1
DQ004855.1,KJ094031.2,1
DQ004855.1,KJ094029.1,1
DQ004855.1,KJ586795.1,1
DQ004855.1,KJ586794.1,1
DQ004855.1,KJ535721.1,1
DQ004855.1,DQ003638.2,1
DQ004855.1,KJ591604.1,1
DQ004855.1,JQ797329.1,1
DQ004855.1,AF139759.1,0
DQ004855.1,MW368831.1,0
DQ004855.1,CASDWV010001635.1,0
DQ004855.1,BK014314.1,0
DQ004855.1,JF304937.1,0
DQ004855.1,MN025529.1,0
DQ004855.1,X74471.1,0
DQ004855.1,KX263312.1,0
DQ004855.1,MK721196.1,0
DQ004855.1,MCBQ01018032.1,0
DQ011234.1,AY100482.1,1
DQ011234.1,JN700748.1,1
DQ011234.1,M25270.1,1
DQ011234.1,X62493.1,1
DQ011234.1,AY830918.1,1
DQ011234.1,KU187189.1,1
DQ011234.1,M21958.1,1
DQ011234.1,X15511.1,1
DQ011234.1,X85215.3,1
DQ011234.1,AJ607402.1,1
DQ011234.1,KX785335.1,0
DQ011234.1,MN395286.1,0
DQ011234.1,HQ332141.1,0
DQ011234.1,FM995220.1,0
DQ011234.1,MH330686.1,0
DQ011234.1,AF241359.1,0
DQ011234.1,MT258649.1,0
DQ011234.1,AY302548.1,0
DQ011234.1,MF327559.1,0
DQ011234.1,BK013757.1,0
DQ013304.1,AY082891.1,1
DQ013304.1,M67473.1,1
DQ013304.1,Z69620.1,1
DQ013304.1,KF306267.1,0
DQ013304.1,KP230449.1,0
DQ013304.1,MK189163.1,0
DQ013304.1,AJ225173.1,0
DQ013304.1,EU854568.1,0
DQ013304.1,AF327920.2,0
DQ013304.1,JF416938.1,0
DQ013304.1,KJ577819.1,0
DQ013304.1,CASDWV010004737.1,0
DQ013304.1,KY013489.1,0
DQ013304.1,MW411578.1,0
DQ013304.1,CASDWV010004192.1,0
DQ013304.1,AF208001.1,0
DQ013304.1,OQ198157.1,0
DQ013304.1,KR013232.1,0
DQ013304.1,EF612701.1,0
DQ013304.1,MK524348.1,0
DQ017380.1,KJ631622.1,1
DQ017380.1,AY864330.1,1
DQ017380.1,KM009991.1,1
DQ017380.1,MH717816.1,1
DQ017380.1,AF081810.1,1
DQ017380.1,GQ202541.1,1
DQ017380.1,MK419955.1,1
DQ017380.1,AF169823.1,1
DQ017380.1,EF035042.2,1
DQ017380.1,EU839994.1,1
DQ017380.1,KT598225.1,0
DQ017380.1,OQ031274.1,0
DQ017380.1,AF296088.1,0
DQ017380.1,KP153485.1,0
DQ017380.1,FJ839692.1,0
DQ017380.1,MZ189739.1,0
DQ017380.1,L08756.1,0
DQ017380.1,MT922051.1,0
DQ017380.1,AY543070.1,0
DQ017380.1,KF692095.1,0
DQ029335.1,HQ641340.1,1
DQ029335.1,FJ409640.1,1
DQ029335.1,ON604651.1,1
DQ029335.1,KU927499.1,1
DQ029335.1,OP924544.1,1
DQ029335.1,MN026740.1,1
DQ029335.1,MF893341.1,1
DQ029335.1,OX335378.1,1
DQ029335.1,PP226939.1,1
DQ029335.1,MH382198.1,1
DQ029335.1,MH047858.1,0
DQ029335.1,AF369029.2,0
DQ029335.1,BK063002.1,0
DQ029335.1,KX100129.1,0
DQ029335.1,KF254777.1,0
DQ029335.1,AF352024.1,0
DQ029335.1,DQ898157.1,0
DQ029335.1,AF198100.1,0
DQ029335.1,S73580.1,0
DQ029335.1,KF006399.1,0
DQ056292.1,AJ005637.1,1
DQ056292.1,AJ410617.1,1
DQ056292.1,EF543525.2,1
DQ056292.1,EF646763.1,1
DQ056292.1,GQ200821.1,1
DQ056292.1,HM015221.1,1
DQ056292.1,HQ834697.1,1
DQ056292.1,JQ611713.1,1
DQ056292.1,KJ857311.1,1
DQ056292.1,KJ857321.1,1
DQ056292.1,KF669649.1,0
DQ056292.1,AF057533.1,0
DQ056292.1,JN377895.1,0
DQ056292.1,KU561552.1,0
DQ056292.1,KF710575.1,0
DQ056292.1,GQ845441.1,0
DQ056292.1,MH571750.1,0
DQ056292.1,BK013727.1,0
DQ056292.1,KP313531.1,0
DQ056292.1,MK584841.1,0
DQ058829.1,AJ249939.1,1
DQ058829.1,HM002617.1,1
DQ058829.1,M67473.1,1
DQ058829.1,KF306267.1,0
DQ058829.1,KP230449.1,0
DQ058829.1,Z69620.1,1
DQ058829.1,KF979333.1,0
DQ058829.1,LC133331.1,0
DQ058829.1,U76874.2,1
DQ058829.1,AJ225173.1,0
DQ058829.1,FJ870917.1,0
DQ058829.1,HM119419.1,0
DQ058829.1,MZ664274.1,0
DQ058829.1,MW557853.1,0
DQ058829.1,KJ572562.2,0
DQ058829.1,BK059745.1,0
DQ058829.1,AJ132755.1,0
DQ058829.1,JQ690741.1,0
DQ058829.1,BK013762.1,0
DQ058829.1,KT372135.1,0
DQ079870.1,DQ079871.1,1
DQ079870.1,DQ079874.1,1
DQ079870.1,DQ079875.1,1
DQ079870.1,DQ079876.1,1
DQ079870.1,DQ079877.1,1
DQ079870.1,DQ079879.1,1
DQ079870.1,J02482.1,1
DQ079870.1,V00657.1,1
DQ079870.1,X60322.1,1
DQ079870.1,X60323.1,1
DQ079870.1,MW678790.1,0
DQ079870.1,MH825700.1,0
DQ079870.1,MT138059.1,0
DQ079870.1,AF155037.1,0
DQ079870.1,BK013679.1,0
DQ079870.1,OR998962.1,0
DQ079870.1,JN641803.1,0
DQ079870.1,CASDWV010004123.1,0
DQ079870.1,X96871.1,0
DQ079870.1,KC464478.1,0
DQ079871.1,DQ079874.1,1
DQ079871.1,DQ079875.1,1
DQ079871.1,DQ079876.1,1
DQ079871.1,DQ079877.1,1
DQ079871.1,J02482.1,1
DQ079871.1,V00657.1,1
DQ079871.1,X60322.1,1
DQ079871.1,DQ079870.1,1
DQ079871.1,DQ079879.1,1
DQ079871.1,X60323.1,1
DQ079871.1,FJ230960.1,0
DQ079871.1,CASDWV010002922.1,0
DQ079871.1,MN708485.1,0
DQ079871.1,MZ616364.1,0
DQ079871.1,KY366322.2,0
DQ079871.1,MG641197.1,0
DQ079871.1,OL744215.1,0
DQ079871.1,MK896473.1,0
DQ079871.1,BK061328.1,0
DQ079871.1,KJ867177.1,0
DQ079874.1,DQ079871.1,1
DQ079874.1,DQ079875.1,1
DQ079874.1,DQ079876.1,1
DQ079874.1,DQ079877.1,1
DQ079874.1,J02482.1,1
DQ079874.1,V00657.1,1
DQ079874.1,X60322.1,1
DQ079874.1,DQ079870.1,1
DQ079874.1,DQ079879.1,1
DQ079874.1,X60323.1,1
DQ079874.1,KX756996.1,0
DQ079874.1,KR011032.1,0
DQ079874.1,DQ851494.1,0
DQ079874.1,HM236958.1,0
DQ079874.1,OP072867.1,0
DQ079874.1,OK275492.1,0
DQ079874.1,EU877976.1,0
DQ079874.1,EU527979.1,0
DQ079874.1,HG380752.1,0
DQ079874.1,MF926439.1,0
DQ079875.1,DQ079871.1,1
DQ079875.1,DQ079874.1,1
DQ079875.1,DQ079876.1,1
DQ079875.1,DQ079877.1,1
DQ079875.1,J02482.1,1
DQ079875.1,V00657.1,1
DQ079875.1,X60322.1,1
DQ079875.1,DQ079870.1,1
DQ079875.1,DQ079879.1,1
DQ079875.1,X60323.1,1
DQ079875.1,FJ445124.1,0
DQ079875.1,KY385390.1,0
DQ079875.1,ON163065.1,0
DQ079875.1,AF499639.1,0
DQ079875.1,KY703222.1,0
DQ079875.1,KP143769.1,0
DQ079875.1,BK013893.1,0
DQ079875.1,MZ130474.1,0
DQ079875.1,MT740728.1,0
DQ079875.1,MW741895.1,0
DQ079876.1,DQ079871.1,1
DQ079876.1,DQ079874.1,1
DQ079876.1,DQ079875.1,1
DQ079876.1,DQ079877.1,1
DQ079876.1,J02482.1,1
DQ079876.1,V00657.1,1
DQ079876.1,X60322.1,1
DQ079876.1,DQ079870.1,1
DQ079876.1,DQ079879.1,1
DQ079876.1,X60323.1,1
DQ079876.1,KT372135.1,0
DQ079876.1,OQ031071.1,0
DQ079876.1,MN013080.1,0
DQ079876.1,MT362605.1,0
DQ079876.1,KT957089.2,0
DQ079876.1,BK013890.1,0
DQ079876.1,GU936707.2,0
DQ079876.1,GQ150779.1,0
DQ079876.1,ON241319.1,0
DQ079876.1,S46028.1,0
DQ079877.1,DQ079871.1,1
DQ079877.1,DQ079874.1,1
DQ079877.1,DQ079875.1,1
DQ079877.1,DQ079876.1,1
DQ079877.1,J02482.1,1
DQ079877.1,V00657.1,1
DQ079877.1,X60322.1,1
DQ079877.1,DQ079870.1,1
DQ079877.1,DQ079879.1,1
DQ079877.1,X60323.1,1
DQ079877.1,JN606110.1,0
DQ079877.1,MZ209931.1,0
DQ079877.1,OR090884.1,0
DQ079877.1,M57538.1,0
DQ079877.1,CASDWV010001734.1,0
DQ079877.1,GQ421689.2,0
DQ079877.1,KC935379.1,0
DQ079877.1,HE717021.1,0
DQ079877.1,OM638611.1,0
DQ079877.1,CASDWV010001100.1,0
DQ079879.1,DQ079870.1,1
DQ079879.1,DQ079871.1,1
DQ079879.1,DQ079874.1,1
DQ079879.1,DQ079875.1,1
DQ079879.1,DQ079876.1,1
DQ079879.1,DQ079877.1,1
DQ079879.1,J02482.1,1
DQ079879.1,V00657.1,1
DQ079879.1,X60322.1,1
DQ079879.1,X60323.1,1
DQ079879.1,KY700685.1,0
DQ079879.1,MK896543.1,0
DQ079879.1,BK014147.1,0
DQ079879.1,OK040777.1,0
DQ079879.1,KC693023.1,0
DQ079879.1,MN545971.1,0
DQ079879.1,EU486990.1,0
DQ079879.1,MK937611.1,0
DQ079879.1,MZ679638.1,0
DQ079879.1,DQ058829.1,0
DQ080078.1,AB027020.1,1
DQ080078.1,AB027021.1,1
DQ080078.1,AB040456.1,1
DQ080078.1,AB331650.1,1
DQ080078.1,AB331651.1,1
DQ080078.1,AB543507.1,1
DQ080078.1,AB745694.1,1
DQ080078.1,AF131950.1,1
DQ080078.1,AF151983.1,1
DQ080078.1,AF227240.1,1
DQ080078.1,CASDWV010001884.1,0
DQ080078.1,MZ679516.1,0
DQ080078.1,CASDWV010000432.1,0
DQ080078.1,AB061774.1,0
DQ080078.1,KR153873.1,0
DQ080078.1,BK013629.1,0
DQ080078.1,AJ223598.1,0
DQ080078.1,LC064302.1,0
DQ080078.1,MT110148.1,0
DQ080078.1,LC150564.1,0
DQ080079.1,AF131950.1,1
DQ080079.1,AF436128.1,1
DQ080079.1,AF436130.1,1
DQ080079.1,D21208.1,1
DQ080079.1,DQ080080.1,1
DQ080079.1,EF558843.1,1
DQ080079.1,FM955840.1,1
DQ080079.1,FN677756.1,1
DQ080079.1,GU129016.1,1
DQ080079.1,HM999989.1,1
DQ080079.1,AB033691.1,0
DQ080079.1,MH937495.1,0
DQ080079.1,MN520756.1,0
DQ080079.1,AM749441.1,0
DQ080079.1,ON843719.1,0
DQ080079.1,EF558842.1,1
DQ080079.1,KP233178.1,0
DQ080079.1,DQ860839.1,0
DQ080079.1,BK013559.1,0
DQ080079.1,KU095840.1,0
DQ080080.1,AF131950.1,1
DQ080080.1,AF436128.1,1
DQ080080.1,AF436130.1,1
DQ080080.1,D21208.1,1
DQ080080.1,DQ080079.1,1
DQ080080.1,EF558843.1,1
DQ080080.1,FM955840.1,1
DQ080080.1,FN677756.1,1
DQ080080.1,GU129016.1,1
DQ080080.1,HM999989.1,1
DQ080080.1,BK013377.1,0
DQ080080.1,FJ445175.1,0
DQ080080.1,FJ445128.1,0
DQ080080.1,JQ395040.1,0
DQ080080.1,CASDWV010001778.1,0
DQ080080.1,KC595513.2,0
DQ080080.1,KC710998.1,0
DQ080080.1,MG256175.1,0
DQ080080.1,CASDWV010003164.1,0
DQ080080.1,BK014010.1,0
DQ080082.1,AF131950.1,1
DQ080082.1,AF151983.1,1
DQ080082.1,AF419318.1,1
DQ080082.1,AF436128.1,1
DQ080082.1,AF436130.1,1
DQ080082.1,AJ620205.1,1
DQ080082.1,AY395706.1,1
DQ080082.1,D21208.1,1
DQ080082.1,D90400.1,1
DQ080082.1,DQ080079.1,1
DQ080082.1,CASDWV010002922.1,0
DQ080082.1,BK014064.1,0
DQ080082.1,ON416859.1,0
DQ080082.1,BK013999.1,0
DQ080082.1,EU162589.1,0
DQ080082.1,AJ781401.1,0
DQ080082.1,OR879085.1,0
DQ080082.1,KX100129.1,0
DQ080082.1,ON163534.1,0
DQ080082.1,MH998217.1,0
DQ080083.1,AB027021.1,1
DQ080083.1,AB040456.1,1
DQ080083.1,AB745694.1,1
DQ080083.1,AF131950.1,1
DQ080083.1,AF227240.1,1
DQ080083.1,AF436128.1,1
DQ080083.1,AF436130.1,1
DQ080083.1,AF531420.1,1
DQ080083.1,AY609301.1,1
DQ080083.1,AY684126.1,1
DQ080083.1,OQ703102.1,0
DQ080083.1,PP790227.1,0
DQ080083.1,MN617764.1,0
DQ080083.1,Y00302.1,0
DQ080083.1,MN715356.1,0
DQ080083.1,OQ198126.1,0
DQ080083.1,MK091524.1,0
DQ080083.1,CASDWV010001228.1,0
DQ080083.1,MZ679759.1,0
DQ080083.1,KJ572564.2,0
DQ086466.1,AR101858.1,1
DQ086466.1,AY530876.1,1
DQ086466.1,AY601633.1,1
DQ086466.1,AY803294.1,1
DQ086466.1,FJ025919.1,1
DQ086466.1,FJ025920.1,1
DQ086466.1,HB426607.1,1
DQ086466.1,HB426671.1,1
DQ086466.1,AY163756.1,1
DQ086466.1,AY487947.1,1
DQ086466.1,BK013932.1,0
DQ086466.1,LC492974.1,0
DQ086466.1,MN850637.1,0
DQ086466.1,MZ357183.1,0
DQ086466.1,MT597419.1,0
DQ086466.1,OM030289.1,0
DQ086466.1,BK013565.1,0
DQ086466.1,MT138081.1,0
DQ086466.1,MT074460.1,0
DQ086466.1,ON210138.1,0
DQ087276.1,AF020334.1,1
DQ087276.1,AF291685.1,1
DQ087276.1,AF389454.1,1
DQ087276.1,AF389464.1,1
DQ087276.1,AY167578.1,1
DQ087276.1,EF634324.1,1
DQ087276.1,EU486989.1,1
DQ087276.1,KC588357.1,1
DQ087276.1,KC588367.1,1
DQ087276.1,KR704198.1,1
DQ087276.1,KT149412.1,0
DQ087276.1,KU356691.1,0
DQ087276.1,OP056300.1,0
DQ087276.1,AY780926.1,0
DQ087276.1,MK059762.1,0
DQ087276.1,AF403390.1,1
DQ087276.1,KJ790198.1,0
DQ087276.1,GU196279.1,0
DQ087276.1,OQ174504.1,0
DQ087276.1,MK931444.1,0
DQ087278.1,AF020336.1,1
DQ087278.1,AF049704.1,1
DQ087278.1,AF499928.1,1
DQ087278.1,AJ409145.1,1
DQ087278.1,EF634325.1,1
DQ087278.1,FN563990.1,1
DQ087278.1,KC588368.1,1
DQ087278.1,AB000403.1,0
DQ087278.1,AB000851.1,0
DQ087278.1,AB000906.1,0
DQ087278.1,MF279192.1,0
DQ087278.1,KF562072.1,0
DQ087278.1,EF527260.1,0
DQ087278.1,ON184086.1,0
DQ087278.1,BK062991.1,0
DQ087278.1,BK013892.1,0
DQ087278.1,MF996376.1,0
DQ087278.1,MZ679697.1,0
DQ087278.1,MH017276.1,0
DQ087278.1,MG251391.1,0
DQ087280.1,AF020335.1,1
DQ087280.1,AF291686.3,1
DQ087280.1,AF389455.1,1
DQ087280.1,AF542082.1,1
DQ087280.1,KC588359.1,1
DQ087280.1,KC588369.1,1
DQ087280.1,KR704199.1,1
DQ087280.1,EU486990.1,1
DQ087280.1,AB000403.1,0
DQ087280.1,AB000851.1,0
DQ087280.1,M62321.1,0
DQ087280.1,KJ572575.1,0
DQ087280.1,KY370039.1,0
DQ087280.1,MZ679685.1,0
DQ087280.1,MH191398.1,0
DQ087280.1,AF125163.2,0
DQ087280.1,OQ579032.1,0
DQ087280.1,KF809668.1,1
DQ087280.1,KP272035.1,0
DQ087280.1,KJ094029.1,0
DQ087285.2,CP000623.1,1
DQ087285.2,OM304382.1,1
DQ087285.2,MW072790.1,1
DQ087285.2,OM638608.1,1
DQ087285.2,OM638609.1,1
DQ087285.2,OM638611.1,1
DQ087285.2,GU911303.1,1
DQ087285.2,GU911304.1,1
DQ087285.2,ON642070.1,1
DQ087285.2,LC528882.1,1
DQ087285.2,BK013990.1,0
DQ087285.2,MT732457.1,0
DQ087285.2,MW323519.1,0
DQ087285.2,Z17327.1,0
DQ087285.2,AF403391.1,0
DQ087285.2,MT270826.1,0
DQ087285.2,FJ947080.1,0
DQ087285.2,MZ822106.1,0
DQ087285.2,MF535455.1,0
DQ087285.2,M16560.1,0
DQ091194.2,AY743591.2,1
DQ091194.2,AY496069.1,1
DQ091194.2,KF533697.1,0
DQ091194.2,MG919988.1,0
DQ091194.2,AB923924.1,0
DQ091194.2,DQ357218.1,0
DQ091194.2,JX463341.1,1
DQ091194.2,KX857665.1,0
DQ091194.2,MW579754.1,1
DQ091194.2,OL472061.1,1
DQ091194.2,KX884773.1,0
DQ091194.2,MG599943.1,0
DQ091194.2,CASDWV010003943.1,0
DQ091194.2,BK013500.1,0
DQ091194.2,KP153447.1,0
DQ091194.2,MT161386.1,0
DQ091194.2,MT478555.1,0
DQ091194.2,MK327938.1,0
DQ091194.2,MF580759.1,0
DQ091194.2,OM263475.1,0
DQ091195.2,AF226162.1,1
DQ091195.2,AF235166.1,1
DQ091195.2,AY500238.1,1
DQ091195.2,AY707772.1,1
DQ091195.2,FN669169.1,1
DQ091195.2,JX463342.1,1
DQ091195.2,K02703.1,1
DQ091195.2,KF031039.1,1
DQ091195.2,KT290041.1,1
DQ091195.2,KT779206.1,1
DQ091195.2,BK059374.1,0
DQ091195.2,KT972592.1,0
DQ091195.2,MF405436.1,0
DQ091195.2,PP590693.1,0
DQ091195.2,GQ150782.1,0
DQ091195.2,EU914104.1,0
DQ091195.2,X51344.1,0
DQ091195.2,CASDWV010001227.1,0
DQ091195.2,MT354565.1,0
DQ091195.2,X14037.1,0
DQ091200.1,AB027021.1,1
DQ091200.1,AB040456.1,1
DQ091200.1,AB745694.1,1
DQ091200.1,AF131950.1,1
DQ091200.1,AF227240.1,1
DQ091200.1,AF436128.1,1
DQ091200.1,AF436130.1,1
DQ091200.1,AF531420.1,1
DQ091200.1,AY609301.1,1
DQ091200.1,AY684126.1,1
DQ091200.1,MN689395.1,0
DQ091200.1,KY985004.1,0
DQ091200.1,KJ867200.1,0
DQ091200.1,AB086951.1,0
DQ091200.1,MT521990.1,0
DQ091200.1,M20036.1,0
DQ091200.1,KR002687.1,0
DQ091200.1,MN994499.1,0
DQ091200.1,KC462165.1,0
DQ091200.1,KJ577812.1,0
DQ092770.1,PQ415717.1,1
DQ092770.1,PQ415718.1,1
DQ092770.1,DQ092794.1,1
DQ092770.1,LC038188.1,1
DQ092770.1,DQ092795.1,1
DQ092770.1,AY462106.1,1
DQ092770.1,KP345887.1,1
DQ092770.1,KP345888.1,1
DQ092770.1,AF499635.1,1
DQ092770.1,AF499636.1,1
DQ092770.1,KU687350.1,0
DQ092770.1,KT696549.1,0
DQ092770.1,JN867760.1,1
DQ092770.1,MT074481.1,0
DQ092770.1,ON529858.1,0
DQ092770.1,KT732785.1,0
DQ092770.1,CASDWV010003149.1,0
DQ092770.1,JX173277.1,0
DQ092770.1,AF499925.1,0
DQ092770.1,OP436270.1,0
DQ092792.1,KT265911.2,1
DQ092792.1,PQ415717.1,1
DQ092792.1,AY462106.1,1
DQ092792.1,DQ092770.1,1
DQ092792.1,DQ092795.1,1
DQ092792.1,JQ818253.1,1
DQ092792.1,KP345887.1,1
DQ092792.1,KP345888.1,1
DQ092792.1,KT265961.2,1
DQ092792.1,KU172420.1,1
DQ092792.1,L14546.1,0
DQ092792.1,KP792673.1,0
DQ092792.1,AB038147.1,0
DQ092792.1,LC634420.1,0
DQ092792.1,MT676452.1,0
DQ092792.1,MN241318.1,0
DQ092792.1,BK013587.1,0
DQ092792.1,CASDWV010000115.1,0
DQ092792.1,BK014021.1,0
DQ092792.1,AY157993.1,0
DQ092794.1,DQ092770.1,1
DQ092794.1,PQ415717.1,1
DQ092794.1,PQ415718.1,1
DQ092794.1,DQ092795.1,1
